preferred_label,cluster_status,label_cluster_0,label_cluster_1,label_cluster_2,skill_id
interact with healthcare users,assigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,10447
develop strong attitudes in sports,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,10448
compare insurance products,,,,,10449
develop procedures in case of defects,,,,,10450
wash the dishes,manually_reassigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality",Cleaning Services,10451
manage time in forestry,,,,,10452
work in professional sport environment,assigned,"Healthcare, Social Work & Research",Healthcare,Medical Specialist Skills,10453
manage sporting career,manually_reassigned,Education,Education,Extracurricular & Sports Activities,10454
manage cattle breeding,,,,,10455
support witnesses,manually_reassigned,"Business Administration, Finance & Law",Finance & Law,Law,10456
conduct chiropractic examination,,,,,10457
operate slitting machinery,,,,,10458
establish communication with foreign cultures,,,,,10459
footwear manufacturing technology,,,,,10460
follow dentists' instructions,,,,,10461
promote communication between parties,,,,,10462
legal department processes,assigned,"Business Administration, Finance & Law",Finance & Law,Law,10463
prepare animals for anaesthesia,,,,,10464
provide investment advice,assigned,"Business Administration, Finance & Law",Finance & Law,Financial Services,10465
provide technical expertise,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,10466
defense system,,,,,10467
distinguish various types of ships,,,,,10468
compile railway signalling reports,,,,,10469
handle broodstock,,,,,10470
understand written Estonian,,,,,10471
communicate in foreign languages with health service providers,assigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,10472
cut raw footage digitally,,,,,10473
operate radar equipment,,,,,10474
ensure adherence to aerodrome procedures,,,,,10475
work with composers,,,,,10476
manage timber stocks,,,,,10477
teach fire fighting principles,,,,,10478
perform flue-cured methods for tobacco,,,,,10479
supervise craft production,,,,,10480
human resources department processes,assigned,"Business Administration, Finance & Law",Business Administration,Human Resources,10481
gather reference materials,assigned,"Healthcare, Social Work & Research",Scientific Research,Scientific Research,10482
audit HACCP,assigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",10483
read stowage plans,,,,,10484
prepare printing form,,,,,10485
teach dance,,,,,10486
teach principles of social work,assigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,10487
attend music recording sessions,,,,,10488
operate explosives production equipment,,,,,10489
types of chocolate,,,,,10490
send faulty equipment back to assembly line,,,,,10491
computerised feeding systems,,,,,10492
consult exhibition organisers,,,,,10493
package fish,,,,,10494
write Marathi,,,,,10495
plan schedule,clustered,"Business Administration, Finance & Law",Business Administration,Business & Project Management,10496
advise on online dating,,,,,10497
advise customers on sewing patterns,,,,,10498
Salt (tools for software configuration management),,,,,10499
ensure cleanliness of food preparation area,manually_reassigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality",Cleaning Services,10500
use furniture dust removing tools,,,,,10501
apply for government funding,,,,,10502
manage operational safety on trains,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Workplace Safety Management,10503
maintain customer records,manually_reassigned,"Business Administration, Finance & Law",Business Administration,Office Adminstration,10504
administer chemicals for beverage clarification,,,,,10505
hotel operations,manually_reassigned,"Food, Cleaning & Hospitality","Food, Cleaning & Hospitality","Food, Hospitality & Beauty Services",10506
maintain router machinery,,,,,10507
remove contaminants,,,,,10508
hair,assigned,Information & Communication Technologies,Information & Communication Technologies,Security & Cybersecurity,10509
measure water depth,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,10510
guide placement of anchors,,,,,10511
hazardous freight regulations,,,,,10512
maintain computer hardware,clustered,Information & Communication Technologies,Information & Communication Technologies,IT Support Services,10513
prepare patients for surgery,,,,,10514
adhere to traffic regulations on inland waterways,,,,,10515
process incoming electrical supplies,,,,,10516
cold winding,,,,,10517
determine production feasibility,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Civil Engineering,10518
organise relapse prevention,assigned,"Healthcare, Social Work & Research",Care & Social Work,Care & Social Work,10519
use photographic equipment,,,,,10520
public auction procedures,,,,,10521
prepare for small craft operation,,,,,10522
polish silverware,,,,,10523
assess fermentation levels of tobacco leaves,,,,,10524
ripening of cheese,,,,,10525
quality assurance methodologies,manually_reassigned,Transversal skills,General Workplace Skills,General Workplace Skills,10526
LINQ,clustered,Information & Communication Technologies,Information & Communication Technologies,Web & Software Development,10527
"ensure cooperation among production, costume department and make-up department",,,,,10528
manage purchasing cycle,manually_reassigned,"Business Administration, Finance & Law",Finance & Law,Accounting,10529
lawn care,clustered,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Horticulture, Animal Husbandry & Environment",10530
set payment handling strategies,assigned,"Business Administration, Finance & Law",Finance & Law,Accounting,10531
legal terminology,clustered,"Business Administration, Finance & Law",Business Administration,Business & Project Management,10532
ensure stock storage safety,,,,,10533
clean concrete pumps,,,,,10534
tend spinning machines,,,,,10535
laws regulating serving alcoholic drinks,,,,,10536
consult team on creative project,assigned,Sales & Communication,Communication,Multimedia & Product Design,10537
perform loading and unloading operations,assigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,10538
cope with excrements,,,,,10539
use warp preparation technologies,,,,,10540
handle timber,,,,,10541
make decisions regarding forestry management,,,,,10542
carry out active selling,assigned,Sales & Communication,Customer Services & Sales,Sales,10543
advise on rehabilitation exercises,assigned,"Healthcare, Social Work & Research",Healthcare,Physiotherapy,10544
document security incidents in the store,assigned,Information & Communication Technologies,Information & Communication Technologies,Security & Cybersecurity,10545
provide treatment strategies for challenges to human health,,,,,10546
inspect insects in whole grain,,,,,10547
inspect mine safety conditions,manually_reassigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Workplace Safety Management,10548
negotiate supplier arrangements,assigned,Sales & Communication,"Procurement, Logistics & Trade",Procurement,10549
communicate by use of interpretation in social services,,,,,10550
maximise efficiency of crane operations,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Automotive Maintenance & Waste Management,10551
mark the information from the ground plans on the stage area,,,,,10552
conduct fish populations studies,,,,,10553
spray test panel,manually_reassigned,"Engineering, Construction & Maintenance",Manufacturing & Engineering,Manufacturing & Mechanical Engineering,10554
modify scenic elements during performance,,,,,10555
operate table saw,,,,,10556
ensure envelope quality,,,,,10557
carry out physical training,manually_reassigned,Education,Education,Extracurricular & Sports Activities,10558
"maintain a safe, hygienic and secure working environment",assigned,Sales & Communication,"Procurement, Logistics & Trade",Transport & Logistics,10559
manage several projects,reassigned,"Business Administration, Finance & Law",Business Administration,Business & Project Management,10560
notate different dances,,,,,10561
repair router machinery,,,,,10562
operate laser plate maker machine,,,,,10563
literary techniques,,,,,10564
manage agri-tourism activites,,,,,10565
horary astrology,,,,,10566
clean tyres,,,,,10567
negotiate loan agreements,assigned,"Business Administration, Finance & Law",Finance & Law,Financial Services,10568
study media sources,assigned,"Business Administration, Finance & Law",Finance & Law,Accounting,10569
electricity,reassigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance","Electrical, Heating & Ventilation Installation",10570
green water incubation technology,,,,,10571
clean road vehicles,,,,,10572
electrical testing methods,assigned,"Engineering, Construction & Maintenance","Construction, Installation & Maintenance",Workplace Safety Management,10573
